hotel_name,hotel_star,room_name,room_area,bed_detail,available_guests,root_price,discount_rate,price,description
Diamond Boutique Hotel 36,0,Deluxe King Room,30.0,1 queen bed,2,637500.0,10.0,573750.0,
Diamond Boutique Hotel 36,0,Deluxe Double Room with Bath,30.0,1 queen bed,2,680000.0,10.0,612000.0,
Diamond Boutique Hotel 36,0,King Room with Balcony,30.0,1 queen bed,2,722500.0,10.0,650250.0,
Chez Mimosa Local,0,Double Indochine Terrace,30.0,1 queen bed,2,1785000.0,55.0,803250.0,
Chez Mimosa Local,0,,,,2,1802850.0,55.0,811282.0,
Chez Mimosa Local,0,Suite Indochine Balcony - Free laundry,35.0,1 queen bed,2,2380000.0,55.0,1071000.0,
Chez Mimosa Local,0,,,,2,3080000.0,60.0,1232000.0,
Triple E Hotel Metro Ben Thanh,3,King Room,24.0,1 king bed,2,3150000.0,48.0,1638000.0,
Triple E Hotel Metro Ben Thanh,3,,,,2,3500000.0,48.0,1820000.0,
Triple E Hotel Metro Ben Thanh,3,King Room,25.0,1 king bed,2,3330000.0,48.0,1731600.0,
Triple E Hotel Metro Ben Thanh,3,,,,2,3700000.0,48.0,1924000.0,
Triple E Hotel Metro Ben Thanh,3,Twin Room,25.0,2 twin beds,2,3330000.0,48.0,1731600.0,
Triple E Hotel Metro Ben Thanh,3,,,,2,3700000.0,48.0,1924000.0,
Triple E Hotel Metro Ben Thanh,3,Deluxe King Room,25.0,1 king bed,2,3420000.0,48.0,1778400.0,
Triple E Hotel Metro Ben Thanh,3,,,,2,3800000.0,48.0,1976000.0,
Triple E Hotel Metro Ben Thanh,3,Twin Room,25.0,2 twin beds,2,3420000.0,48.0,1778400.0,
Triple E Hotel Metro Ben Thanh,3,,,,2,3800000.0,48.0,1976000.0,
Triple E Hotel Metro Ben Thanh,3,King Room,28.0,1 king bed,2,3780000.0,48.0,1965600.0,
Triple E Hotel Metro Ben Thanh,3,,,,2,4200000.0,48.0,2184000.0,
Triple E Hotel Metro Ben Thanh,3,Deluxe Suite,32.0,,2,4860000.0,48.0,2527200.0,
Triple E Hotel Metro Ben Thanh,3,,,,2,5400000.0,48.0,2808000.0,
Triple E Hotel Metro Ben Thanh,3,Suite with City View,32.0,,2,5400000.0,48.0,2808000.0,
Triple E Hotel Metro Ben Thanh,3,,,,2,6000000.0,48.0,3120000.0,
The Myst Dong Khoi,5,Dong Khoi Balcony Double Room,,,0,3147715.0,,3147715.0,
The Myst Dong Khoi,5,Dong Khoi Balcony Double Room,40.0,1 king bed,2,5292000.0,34.0,3492720.0,"Featuring local artworks and handicrafts, air-conditioned room is fitted with deep stone bathtub and a 40-inch flat-screen TV. Private bathroom comes with Grohe bathroom amenities and hairdryer. View of this room type is limited by the adjacent construction building."
The Myst Dong Khoi,5,,,,2,6552000.0,34.0,4324320.0,
The Myst Dong Khoi,5,,,,1,5976000.0,34.0,3944160.0,
The Myst Dong Khoi,5,Saigon Balcony Double Room,40.0,1 king bed,2,5652000.0,34.0,3730320.0,"Featuring a private balcony fitted with a mini garden and deep stone bathtub, ample room is furnished with wooden floors, steel window frames and air conditioning. A 40-inch flat-screen TV and Grohe bathroom amenities are included. View of this room type is limited by the adjacent construction building."
The Myst Dong Khoi,5,,,,2,7164000.0,34.0,4728240.0,
The Myst Dong Khoi,5,,,,1,6507000.0,34.0,4294620.0,
The Myst Dong Khoi,5,Saigon Balcony Twin Room,40.0,2 twin beds,2,5652000.0,34.0,3730320.0,"Featuring local artworks and handicrafts, air-conditioned room is fitted with deep stone bathtub in opened air and a 40-inch flat-screen TV. Private bathroom comes with Grohe bathroom amenities and hairdryer. View of this room type is limited by the adjacent construction building."
The Myst Dong Khoi,5,,,,2,7164000.0,34.0,4728240.0,
The Myst Dong Khoi,5,,,,1,6507000.0,34.0,4294620.0,
The Myst Dong Khoi,5,Verdant Calm Balcony Double Room,42.0,,2,6174000.0,34.0,4074840.0,"Large room features a sliding door that opens out to a private balcony, fitted with lush hanging garden and deep stone bathtub. A 40-inch flat-screen TV, seating area and personal safe are included. Grohe bathroom amenities are available."
The Myst Dong Khoi,5,,,,2,7776000.0,34.0,5132160.0,
The Myst Dong Khoi,5,,,,1,7119000.0,34.0,4698540.0,
The Myst Dong Khoi,5,,,,2,10026000.0,34.0,6617160.0,
The Myst Dong Khoi,5,,,,1,8901000.0,34.0,5874660.0,
The Myst Dong Khoi,5,Serene Corner Balcony Double Room,46.0,1 king bed,2,6696000.0,34.0,4419360.0,"This spacious room offers a working desk, seating area and private balcony with lush garden and deep stone bathtub. A 40-inch flat-screen TV and personal safe are included. Private bathroom comes with Grohe bathroom amenities."
The Myst Dong Khoi,5,,,,2,8388000.0,34.0,5536080.0,
The Myst Dong Khoi,5,,,,1,7731000.0,34.0,5102460.0,
The Myst Dong Khoi,5,,,,2,10638000.0,34.0,7021080.0,
The Myst Dong Khoi,5,,,,1,9513000.0,34.0,6278580.0,
The Myst Dong Khoi,5,Saigon Signature Suite Balcony,50.0,,2,7398000.0,34.0,4882680.0,"This signature, open-plan suite is a blend of the Old Saigon and modern comforts offering panoramic views of the city skyline. A private balcony is fitted with a lush garden and deep stone bathtub. A 40-inch flat-screen TV and Grohe bathroom amenities are included."
The Myst Dong Khoi,5,,,,2,9090000.0,34.0,5999400.0,
The Myst Dong Khoi,5,,,,1,8514000.0,34.0,5619240.0,
The Myst Dong Khoi,5,The Myst Suite Balcony,70.0,,2,13007700.0,34.0,8585082.0,"This suite has a balcony, spa bath and seating area."
Lotus Saigon Hotel,4,Room Premium,,,0,1302020.0,,1302020.0,
Lotus Saigon Hotel,4,Premium Room with Balcony,32.0,"1 full bed,2 twin beds",2,3385800.0,58.0,1422036.0,
Lotus Saigon Hotel,4,Executive Room,34.0,"1 king bed,2 twin beds",2,4765200.0,58.0,2001384.0,
Lotus Saigon Hotel,4,Executive Suite City view,40.0,,2,5392200.0,58.0,2264724.0,
Lotus Saigon Hotel,4,Triple Room,42.0,,3,4848800.0,58.0,2036496.0,
Pearl Central Hotel- Near Nguyen Hue street,3,Superior (No Window),22.0,1 king bed,2,1282500.0,58.0,538650.0,
Pearl Central Hotel- Near Nguyen Hue street,3,,,,2,1350000.0,58.0,567000.0,
Pearl Central Hotel- Near Nguyen Hue street,3,,,,1,1269675.0,58.0,533264.0,
Pearl Central Hotel- Near Nguyen Hue street,3,Deluxe Double Room,32.0,1 king bed,2,2232500.0,58.0,937650.0,
Pearl Central Hotel- Near Nguyen Hue street,3,,,,2,2350000.0,58.0,987000.0,
Pearl Central Hotel- Near Nguyen Hue street,3,Premier Deluxe River View,32.0,,2,2660000.0,58.0,1117200.0,
Pearl Central Hotel- Near Nguyen Hue street,3,,,,2,2800000.0,58.0,1176000.0,
Pearl Central Hotel- Near Nguyen Hue street,3,Deluxe Triple Room,32.0,"1 twin bed,1 full bed",3,2945000.0,58.0,1236900.0,
Pearl Central Hotel- Near Nguyen Hue street,3,,,,3,3100000.0,58.0,1302000.0,
Pearl Central Hotel- Near Nguyen Hue street,3,Family Suite,,"1 king bed,1 futon bed",4,4500000.0,58.0,1890000.0,
Gemini Saigon LUXURY,3,Double Room with Spa Bath,30.0,1 queen bed,2,1453500.0,50.0,726750.0,
Gemini Saigon LUXURY,3,,,,1,1368500.0,50.0,684250.0,
Gemini Saigon LUXURY,3,Twin Room with Bath,30.0,2 twin beds,2,1615000.0,50.0,807500.0,
Gemini Saigon LUXURY,3,,,,1,1530000.0,50.0,765000.0,
Gemini Saigon LUXURY,3,King Suite with Spa Bath,30.0,,2,1776500.0,50.0,888250.0,
Gemini Saigon LUXURY,3,,,,1,1691500.0,50.0,845750.0,
Gemini Saigon LUXURY,3,Triple Room with Bath,35.0,"1 twin bed,1 queen bed",3,1938000.0,50.0,969000.0,
Haven Hut Dawn Hotel,2,Superior Double Room,,,0,445636.0,,445636.0,
Haven Hut Dawn Hotel,2,Superior Double Room,15.0,1 full bed,2,898320.0,42.0,521026.0,
Haven Hut Dawn Hotel,2,,,,2,945600.0,42.0,548448.0,
Haven Hut Dawn Hotel,2,Deluxe Room,18.0,1 full bed,2,1254000.0,42.0,727320.0,
Haven Hut Dawn Hotel,2,,,,2,1320000.0,42.0,765600.0,
Centara Saigon Hotel - 270 Ly Tu Trong,2,Standard Double Room,,1 queen bed,2,945000.0,54.0,434700.0,
Centara Saigon Hotel - 270 Ly Tu Trong,2,Superior Double Room,20.0,1 queen bed,2,1080000.0,54.0,496800.0,
Centara Saigon Hotel - 270 Ly Tu Trong,2,Twin Room with Shower,20.0,2 twin beds,2,1125000.0,54.0,517500.0,
Centara Saigon Hotel - 270 Ly Tu Trong,2,Deluxe Double Room,25.0,1 queen bed,2,1260000.0,54.0,579600.0,
Centara Saigon Hotel - 270 Ly Tu Trong,2,,,,1,1222200.0,54.0,562212.0,
Centara Saigon Hotel - 270 Ly Tu Trong,2,Triple Room with City View,27.0,"1 twin bed,1 queen bed",3,1440000.0,54.0,662400.0,
Centara Saigon Hotel - 270 Ly Tu Trong,2,Family Room,29.0,2 queen beds,4,1620000.0,54.0,745200.0,
Centara Saigon Hotel - 270 Ly Tu Trong,2,Family Suite,35.0,,4,1728000.0,54.0,794880.0,
Centara Saigon Hotel - 270 Ly Tu Trong,2,,,,1,1800000.0,54.0,828000.0,
The Art - Tina Hotel and Apartments,3,Deluxe Double Room,30.0,1 king bed,2,677160.0,16.0,568814.0,
The Art - Tina Hotel and Apartments,3,,,,2,684000.0,16.0,574560.0,
The Art - Tina Hotel and Apartments,3,Deluxe Family Room,30.0,2 queen beds,4,962280.0,16.0,808315.0,
The Art - Tina Hotel and Apartments,3,,,,4,972000.0,16.0,816480.0,
La Bonita Hotel and Apartments,3,Standard Double Room,20.0,1 full bed,2,945000.0,40.0,567000.0,
La Bonita Hotel and Apartments,3,,,,2,1431000.0,40.0,858600.0,
La Bonita Hotel and Apartments,3,,,,1,1296000.0,40.0,777600.0,
La Bonita Hotel and Apartments,3,Superior Suite,25.0,,2,1233900.0,40.0,740340.0,
La Bonita Hotel and Apartments,3,,,,2,1647000.0,40.0,988200.0,
La Bonita Hotel and Apartments,3,,,,1,1512000.0,40.0,907200.0,
La Bonita Hotel and Apartments,3,Junior Suite,25.0,,2,1413000.0,40.0,847800.0,
La Bonita Hotel and Apartments,3,,,,2,1602000.0,40.0,961200.0,
La Bonita Hotel and Apartments,3,,,,1,1467000.0,40.0,880200.0,
La Bonita Hotel and Apartments,3,Deluxe Suite,28.0,,2,2004300.0,40.0,1202580.0,
La Bonita Hotel and Apartments,3,,,,2,2250000.0,40.0,1350000.0,
La Bonita Hotel and Apartments,3,,,,1,2115000.0,40.0,1269000.0,
La Bonita Hotel and Apartments,3,Family Suite,45.0,"1 twin bed,1 queen bed",2,2826000.0,40.0,1695600.0,
La Bonita Hotel and Apartments,3,,,,3,2334600.0,40.0,1400760.0,
La Bonita Hotel and Apartments,3,,,,3,2961000.0,40.0,1776600.0,
La Bonita Hotel and Apartments,3,,,,1,2691000.0,40.0,1614600.0,
HANZ Quynh Giang Hotel,3,Standard Double Room,15.0,1 full bed,2,842486.0,47.0,446518.0,
HANZ Quynh Giang Hotel,3,Deluxe Queen Room with Two Queen Beds,25.0,"1 twin bed,1 full bed",3,986526.0,47.0,522859.0,
Landmark 81 Vinhomes Central Park Luxury Apartment,0,One-Bedroom Apartment,55.0,,2,2295000.0,15.0,1950750.0,
Landmark 81 Vinhomes Central Park Luxury Apartment,0,Apartment with Balcony,80.0,,4,3060000.0,15.0,2601000.0,
Landmark 81 Vinhomes Central Park Luxury Apartment,0,Deluxe Apartment,86.0,,4,3740000.0,15.0,3179000.0,
Landmark 81 Vinhomes Central Park Luxury Apartment,0,Three-Bedroom Apartment,120.0,,1,6077500.0,15.0,5165875.0,
Landmark 81 Vinhomes Central Park Luxury Apartment,0,Apartment with Lake View,200.0,,1,11050000.0,15.0,9392500.0,
Luxy Park Hotel & Apartments - Notre Dame,3,Deluxe Apartment at Ground Floor,40.0,,2,1134000.0,20.0,907200.0,
Luxy Park Hotel & Apartments - Notre Dame,3,Deluxe Apartment with Window,40.0,,2,1215000.0,20.0,972000.0,
Luxy Park Hotel & Apartments - Notre Dame,3,Deluxe Apartment with French Balcony,40.0,,2,1336500.0,20.0,1069200.0,
Luxy Park Hotel & Apartments - Notre Dame,3,Deluxe Big Apartment with Balcony,43.0,,2,1458000.0,20.0,1166400.0,
Landmark 81 Sunview,4,Apartment with Balcony,95.0,,3,15000000.0,90.0,1500000.0,
Landmark 81 Sunview,4,Penthouse Apartment,110.0,,3,15000000.0,90.0,1500000.0,
Landmark 81 Sunview,4,One-Bedroom Apartment with Balcony and City View,100.0,,3,15000000.0,90.0,1500000.0,
Landmark 81 Sunview,4,One-Bedroom Apartment with Spa Bath,95.0,,3,15000000.0,90.0,1500000.0,
Landmark 81 Sunview,4,Two-Bedroom Apartment with Balcony and Terrace,150.0,,1,30000000.0,90.0,3000000.0,
LANMARK 81 Enigma Residences,4,Deluxe Apartment,60.0,,3,4672800.0,65.0,1635480.0,
LANMARK 81 Enigma Residences,4,,,,3,4906440.0,65.0,1717254.0,
LANMARK 81 Enigma Residences,4,Deluxe Apartment,89.0,,4,6814500.0,65.0,2385075.0,
LANMARK 81 Enigma Residences,4,,,,4,7155225.0,65.0,2504329.0,
LANMARK 81 Enigma Residences,4,Deluxe Apartment,115.0,,1,9953300.0,65.0,3483655.0,
LANMARK 81 Enigma Residences,4,,,,1,10450965.0,65.0,3657838.0,
ROSA ZEN Hotel Spa,3,Superior Double Without Window,,,0,484851.0,,484851.0,
ROSA ZEN Hotel Spa,3,Superior Queen Room,16.0,1 full bed,2,500000.0,,500000.0,
ROSA ZEN Hotel Spa,3,Deluxe Double or Twin Room,25.0,"1 king bed,2 twin beds",2,986420.0,10.0,887778.0,
ROSA ZEN Hotel Spa,3,Deluxe Queen Room,25.0,1 queen bed,2,986420.0,10.0,887778.0,
ROSA ZEN Hotel Spa,3,Deluxe Family Room,35.0,"1 full bed,1 queen bed",2,1208666.0,10.0,1087799.0,
ROSA ZEN Hotel Spa,3,,,,4,1233333.0,10.0,1110000.0,
The HogWarts Hostel,0,Small Double Room,15.0,1 full bed,2,490000.0,40.0,294000.0,
The HogWarts Hostel,0,Twin Room,15.0,2 bunk beds,2,520000.0,40.0,312000.0,
The HogWarts Hostel,0,Double Room with Balcony,15.0,1 queen bed,2,540000.0,40.0,324000.0,
The HogWarts Hostel,0,Deluxe Double Room,20.0,1 queen bed,2,560000.0,40.0,336000.0,
Thành Vinh Hotel,4,Standard Double Room,,,0,332062.0,,332062.0,
Thành Vinh Hotel,4,Standard Double Room,20.0,1 full bed,2,547000.0,29.0,388370.0,
Thành Vinh Hotel,4,Deluxe King Room,20.0,1 full bed,2,625000.0,29.0,443750.0,
Thành Vinh Hotel,4,King Room with Garden View,25.0,1 full bed,2,940000.0,29.0,667400.0,
Thành Vinh Hotel,4,Deluxe Triple Room,22.0,1 full bed,3,783000.0,29.0,555930.0,
Phu Gia Hotel 193 Nguyen Thai Hoc,2,Standard Double Room,16.0,1 queen bed,2,680000.0,50.0,340000.0,
Phu Gia Hotel 193 Nguyen Thai Hoc,2,Twin Room,25.0,2 twin beds,2,800000.0,50.0,400000.0,
Phu Gia Hotel 193 Nguyen Thai Hoc,2,Deluxe Double Room,22.0,1 queen bed,2,980000.0,50.0,490000.0,
KunKin Luxury Hotel & Apartment,3,Studio with Window,22.0,1 queen bed,2,1448550.0,30.0,1013985.0,
KunKin Luxury Hotel & Apartment,3,,,,2,1609500.0,30.0,1126650.0,
KunKin Luxury Hotel & Apartment,3,Studio with Balcony and City View,26.0,,2,1526850.0,30.0,1068795.0,
KunKin Luxury Hotel & Apartment,3,,,,2,1696500.0,30.0,1187550.0,
KunKin Luxury Hotel & Apartment,3,Duplex Studio with Balcony and City View,35.0,1 queen bed,2,1526850.0,30.0,1068795.0,
KunKin Luxury Hotel & Apartment,3,,,,2,1696500.0,30.0,1187550.0,
KunKin Luxury Hotel & Apartment,3,Studio with Landmark View,28.0,1 queen bed,2,1566000.0,30.0,1096200.0,
KunKin Luxury Hotel & Apartment,3,,,,2,1740000.0,30.0,1218000.0,
Cactusland Apartment,0,Standard Studio,24.0,1 queen bed,2,1108622.0,56.0,487794.0,
Cactusland Apartment,0,,,,2,1166970.0,56.0,513467.0,
Cactusland Apartment,0,Superior Studio,26.0,1 queen bed,2,1143518.0,56.0,503148.0,
Cactusland Apartment,0,,,,2,1203703.0,56.0,529629.0,
Cactusland Apartment,0,Deluxe Studio with Balcony,32.0,1 queen bed,2,1341076.0,56.0,590073.0,
Cactusland Apartment,0,,,,2,1411659.0,56.0,621130.0,
Cactusland Apartment,0,Deluxe Twin Room,32.0,2 queen beds,2,798999.0,,798999.0,
Cactusland Apartment,0,Deluxe Double Studio,29.0,1 queen bed,2,12237360.0,56.0,5384438.0,
Cactusland Apartment,0,,,,2,12881432.0,56.0,5667830.0,
Cactusland Apartment,0,Superior Family Studio,32.0,2 queen beds,4,1583333.0,56.0,696667.0,
Cactusland Apartment,0,,,,4,1666666.0,56.0,733333.0,
Laguna Hotel,0,Standard Double Room,,,0,486379.0,,486379.0,
Laguna Hotel,0,Standard Double Room,18.0,1 queen bed,2,680000.0,,680000.0,
Laguna Hotel,0,,,,2,882000.0,,882000.0,
Laguna Hotel,0,,,,1,840000.0,,840000.0,
Laguna Hotel,0,Superior Double Room,28.0,1 queen bed,2,699000.0,,699000.0,
Laguna Hotel,0,,,,2,859000.0,,859000.0,
Laguna Hotel,0,Deluxe Double Room,36.0,1 queen bed,2,780000.0,,780000.0,
Laguna Hotel,0,,,,2,940000.0,,940000.0,
HANZ The Golden Star Hotel,3,Standard Queen Room,,,0,840851.0,,840851.0,
HANZ The Golden Star Hotel,3,Standard Queen Room,20.0,1 queen bed,2,1537793.0,40.0,922676.0,
HANZ The Golden Star Hotel,3,Deluxe Double Room,,1 queen bed,2,1867254.0,40.0,1120352.0,
Eastin Grand Hotel Saigon,5,Superior Double or Twin Room,30.0,"1 king bed,2 twin beds",2,3236557.0,30.0,2265590.0,"Featuring contemporary design, ample room is equipped with a large desk with universal power outlets, a 37-inch LCD TV and an armchair. Private bathroom has a glass panel, magnifying mirror and a rain shower."
Eastin Grand Hotel Saigon,5,,,,2,3677905.0,30.0,2574534.0,
Eastin Grand Hotel Saigon,5,,,,2,3722040.0,30.0,2605428.0,
Eastin Grand Hotel Saigon,5,,,,2,4229591.0,30.0,2960714.0,
Eastin Grand Hotel Saigon,5,Deluxe Double or Twin Room,34.0,"2 twin beds,1 king bed",2,3825021.0,30.0,2677515.0,"Featuring contemporary design, larger room is equipped with a large desk with universal power outlets, a 37-inch LCD TV and an armchair. The bathroom has a glass panel, magnifying mirror and a rain shower."
Eastin Grand Hotel Saigon,5,,,,2,4266370.0,30.0,2986459.0,
Eastin Grand Hotel Saigon,5,,,,2,4398775.0,30.0,3079143.0,
Eastin Grand Hotel Saigon,5,,,,2,4906325.0,30.0,3434428.0,
Eastin Grand Hotel Saigon,5,Premium Deluxe Room,38.0,1 queen bed,2,4410954.0,30.0,3087668.0,"Featuring contemporary design, larger room is equipped with a large desk with universal power outlets, a 37-inch LCD TV and an armchair. Private bathroom has a glass panel, magnifying mirror, a shower and a bathtub."
Eastin Grand Hotel Saigon,5,,,,2,4852050.0,30.0,3396435.0,
Eastin Grand Hotel Saigon,5,,,,2,5072597.0,30.0,3550818.0,
Eastin Grand Hotel Saigon,5,,,,2,5579857.0,30.0,3905900.0,
Eastin Grand Hotel Saigon,5,Club Deluxe Double or Twin Room,34.0,"2 twin beds,1 queen bed",2,6469400.0,30.0,4528580.0,"Located on the top floor, stylish ample room is equipped with a large desk with universal power outlets, a 37-inch LCD TV and an armchair. Private bathroom has a glass panel, magnifying mirror and a rain shower."
Eastin Grand Hotel Saigon,5,,,,2,7439810.0,30.0,5207867.0,
Eastin Grand Hotel Saigon,5,Club Premium Deluxe,38.0,1 queen bed,2,7057527.0,30.0,4940269.0,"Located on the top floor, stylish large room is equipped with a large desk with universal power outlets, a 37-inch LCD TV and an armchair. Private bathroom has a glass panel, magnifying mirror and a rain shower."
Eastin Grand Hotel Saigon,5,,,,2,8116156.0,30.0,5681309.0,
Montcalm Hotel Saigon,3,Standard Double Room,,1 full bed,2,726750.0,,726750.0,
Montcalm Hotel Saigon,3,,,,2,765000.0,4.0,734400.0,
Montcalm Hotel Saigon,3,Superior Queen Room,,1 queen bed,2,983250.0,,983250.0,
Montcalm Hotel Saigon,3,,,,2,1035000.0,4.0,993600.0,
Montcalm Hotel Saigon,3,Deluxe King Room,18.0,1 king bed,2,1282500.0,,1282500.0,
Montcalm Hotel Saigon,3,,,,2,1350000.0,4.0,1296000.0,
Montcalm Hotel Saigon,3,Deluxe Double or Twin Room,20.0,2 twin beds,2,1453500.0,,1453500.0,
Montcalm Hotel Saigon,3,,,,2,1530000.0,4.0,1468800.0,
Montcalm Hotel Saigon,3,Deluxe Family Room,30.0,2 full beds,4,1710000.0,,1710000.0,
Montcalm Hotel Saigon,3,,,,4,1800000.0,4.0,1728000.0,
Trang An Hotel - 5 minutes Landmark 81,2,Standard Double Room,,1 queen bed,2,819000.0,30.0,573300.0,
Trang An Hotel - 5 minutes Landmark 81,2,,,,1,753480.0,30.0,527436.0,
Trang An Hotel - 5 minutes Landmark 81,2,Large Double Room,15.0,1 queen bed,2,909000.0,30.0,636300.0,
Trang An Hotel - 5 minutes Landmark 81,2,,,,1,929200.0,37.0,585396.0,
Trang An Hotel - 5 minutes Landmark 81,2,Standard Queen Room,,1 queen bed,2,999000.0,30.0,699300.0,
Trang An Hotel - 5 minutes Landmark 81,2,,,,1,919080.0,30.0,643356.0,
Trang An Hotel - 5 minutes Landmark 81,2,Superior Twin Room,24.0,"1 twin bed,1 queen bed",2,1035000.0,30.0,724500.0,
Trang An Hotel - 5 minutes Landmark 81,2,,,,3,1250000.0,37.0,787500.0,
Trang An Hotel - 5 minutes Landmark 81,2,Deluxe Double Room,18.0,1 queen bed,2,1035000.0,30.0,724500.0,
Trang An Hotel - 5 minutes Landmark 81,2,,,,1,1058000.0,37.0,666540.0,
Saigon Central Hotel,3,Superior Double Room,20.0,1 full bed,2,850000.0,48.0,442000.0,
Saigon Central Hotel,3,King Room,30.0,1 queen bed,2,1000000.0,48.0,520000.0,
Saigon Central Hotel,3,Deluxe Double or Twin Room,30.0,2 twin beds,2,1100000.0,48.0,572000.0,
Saigon Central Hotel,3,Triple Room with City View,35.0,2 full beds,3,1300000.0,48.0,676000.0,
Saigon Central Hotel,3,Deluxe Quadruple Room,35.0,2 queen beds,4,1400000.0,48.0,728000.0,
Mari Hotel By Connek,3,Deluxe Double Room,18.0,1 queen bed,2,2600000.0,68.0,832000.0,
Mari Hotel By Connek,3,Deluxe Double Room with Balcony,20.0,1 queen bed,2,3000000.0,68.0,960000.0,
Minh Hoang Hotel,2,Standard Double,,,0,414314.0,,414314.0,
Minh Hoang Hotel,2,Superior Double Room,18.0,1 queen bed,2,430000.0,,430000.0,
Minh Hoang Hotel,2,Superior Family Room,25.0,2 queen beds,4,607000.0,,607000.0,
Minh Hoang Hotel,2,Superior Family Room,28.0,2 queen beds,4,643000.0,,643000.0,
Valentine Boutique hotel - 29 Bui Vien street,3,Superior Double Room,20.0,1 full bed,2,900000.0,50.0,450000.0,
Valentine Boutique hotel - 29 Bui Vien street,3,Superior Twin Room,20.0,2 twin beds,2,950000.0,50.0,475000.0,
Valentine Boutique hotel - 29 Bui Vien street,3,Deluxe Room,26.0,1 full bed,2,1125000.0,50.0,562500.0,
Valentine Boutique hotel - 29 Bui Vien street,3,Deluxe Twin Room,26.0,2 twin beds,2,1125000.0,50.0,562500.0,
Valentine Boutique hotel - 29 Bui Vien street,3,King Room,24.0,1 twin bed,2,1250000.0,50.0,625000.0,
Valentine Boutique hotel - 29 Bui Vien street,3,Triple Room,24.0,"1 twin bed,1 queen bed",3,1375000.0,50.0,687500.0,
Valentine Boutique hotel - 29 Bui Vien street,3,Triple Room,24.0,"1 twin bed,1 full bed",3,1625000.0,50.0,812500.0,
Valentine Boutique hotel - 29 Bui Vien street,3,Queen Room with Two Queen Beds,26.0,2 full beds,4,1750000.0,50.0,875000.0,
Valentine Boutique hotel - 29 Bui Vien street,3,Bunk Bed in Male Dormitory Room,32.0,1 twin bed,1,400000.0,50.0,200000.0,
S Lux Apartment,0,Deluxe King Studio,30.0,1 queen bed,2,1974000.0,43.0,1125180.0,
S Lux Apartment,0,,,,1,2016000.0,43.0,1149120.0,
S Lux Apartment,0,Deluxe Family Room,37.0,2 queen beds,4,2600000.0,43.0,1482000.0,
S Lux Apartment,0,Two-Bedroom Suite,63.0,,4,3045000.0,43.0,1735650.0,
S Lux Apartment,0,Two-Bedroom Apartment,75.0,,4,3454500.0,43.0,1969065.0,
S Lux Apartment,0,Three-Bedroom Apartment,100.0,,1,4935000.0,43.0,2812950.0,
S Lux Apartment,0,,,,1,5675250.0,43.0,3234893.0,
S Lux Apartment,0,,,,1,5922000.0,43.0,3375540.0,
Mai House Saigon Hotel,5,Deluxe Double Room,30.0,1 queen bed,2,5404311.0,27.0,3945147.0,"This twin/double room has a electric kettle, tile/marble floor and satellite TV."
Mai House Saigon Hotel,5,,,,2,6273333.0,27.0,4579533.0,
Mai House Saigon Hotel,5,,,,2,5386195.0,,5386195.0,
Mai House Saigon Hotel,5,Premium King Room,35.0,1 king bed,2,4924121.0,20.0,3939297.0,"This twin/double room has a electric kettle, tile/marble floor and satellite TV."
Mai House Saigon Hotel,5,,,,2,5662790.0,20.0,4530232.0,
Mai House Saigon Hotel,5,,,,2,5719990.0,,5719990.0,
Mai House Saigon Hotel,5,Premium Twin Room,32.0,2 twin beds,2,4924121.0,20.0,3939297.0,"This twin/double room has a electric kettle, tile/marble floor and satellite TV."
Mai House Saigon Hotel,5,,,,2,5662790.0,20.0,4530232.0,
Mai House Saigon Hotel,5,,,,2,5719990.0,,5719990.0,
Mai House Saigon Hotel,5,One-Bedroom Apartment,50.0,,2,6343143.0,20.0,5074514.0,"This twin/double room has a electric kettle, tile/marble floor and satellite TV."
Mai House Saigon Hotel,5,,,,2,7081812.0,20.0,5665450.0,
Mai House Saigon Hotel,5,,,,2,7153345.0,,7153345.0,
Mai House Saigon Hotel,5,Premium Club,38.0,1 king bed,2,6595845.0,20.0,5276676.0,"This twin/double room has a electric kettle, tile/marble floor and satellite TV."
Mai House Saigon Hotel,5,,,,2,6662470.0,,6662470.0,
Mai House Saigon Hotel,5,Junior Suite,55.0,1 king bed,2,8053744.0,20.0,6442995.0,"This twin/double room has a electric kettle, tile/marble floor and satellite TV."
Mai House Saigon Hotel,5,,,,2,8135095.0,,8135095.0,
Cherry Hotel and Apartment,3,Standard King Room,25.0,1 full bed,2,726750.0,30.0,508725.0,
Cherry Hotel and Apartment,3,,,,2,990000.0,30.0,693000.0,
Cherry Hotel and Apartment,3,Standard Studio,25.0,1 queen bed,2,726750.0,30.0,508725.0,
Cherry Hotel and Apartment,3,,,,2,1035000.0,30.0,724500.0,
Cherry Hotel and Apartment,3,Superior Studio,32.0,1 queen bed,2,812250.0,30.0,568575.0,
Cherry Hotel and Apartment,3,,,,2,1170000.0,30.0,819000.0,
Cherry Hotel and Apartment,3,Family Studio,35.0,2 queen beds,4,1453500.0,30.0,1017450.0,
Cherry Hotel and Apartment,3,,,,4,1845000.0,30.0,1291500.0,
Grand Lee Hotel,3,Standard King Room,18.0,1 king bed,2,899999.0,51.0,441000.0,
Grand Lee Hotel,3,Superior King Room,20.0,1 king bed,2,999000.0,51.0,489510.0,
Grand Lee Hotel,3,Deluxe King Room,25.0,1 king bed,2,1260000.0,51.0,617400.0,
